Year,Date,Site,Transect,Uniq_Transect,Protocol,Start_Time,Temp,Species,Num,Collector,Notes
2014,2014-08-03,1062DFR,8,2014.F.1062DFR.8,MBRS,13:32,29,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-03,1062DFR,8,2014.F.1062DFR.8,MBRS,13:32,29,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,1,2014.F.1062SFR.1,MBRS,8:20,30,DiademaJuv,1,VIAL,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,1,2014.F.1062SFR.1,MBRS,8:20,30,Diadema,0,VIAL,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,1,2014.F.1062SFR.1,MBRS,8:20,30,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,1,2014.F.1062SFR.1,MBRS,8:20,30,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,1,2014.F.1062SFR.1,MBRS,8:20,30,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,1,2014.F.1062SFR.1,MBRS,8:20,30,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,2,2014.F.1062SFR.2,MBRS,8:20,30,DiademaJuv,0,IVWA,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,2,2014.F.1062SFR.2,MBRS,8:20,30,Diadema,0,IVWA,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,2,2014.F.1062SFR.2,MBRS,8:20,30,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,2,2014.F.1062SFR.2,MBRS,8:20,30,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,2,2014.F.1062SFR.2,MBRS,8:20,30,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,2,2014.F.1062SFR.2,MBRS,8:20,30,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,3,2014.F.1062SFR.3,MBRS,8:20,30,DiademaJuv,0,FEQU,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,3,2014.F.1062SFR.3,MBRS,8:20,30,Diadema,0,FEQU,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,3,2014.F.1062SFR.3,MBRS,8:20,30,OtherUrchins,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1062SFR,3,2014.F.1062SFR.3,MBRS,8:20,30,Lobster,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1062SFR,3,2014.F.1062SFR.3,MBRS,8:20,30,Conch,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1062SFR,3,2014.F.1062SFR.3,MBRS,8:20,30,Cucumbers,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1062SFR,4,2014.F.1062SFR.4,MBRS,8:20,30,DiademaJuv,0,VIAL,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,4,2014.F.1062SFR.4,MBRS,8:20,30,Diadema,0,VIAL,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,4,2014.F.1062SFR.4,MBRS,8:20,30,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,4,2014.F.1062SFR.4,MBRS,8:20,30,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,4,2014.F.1062SFR.4,MBRS,8:20,30,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,4,2014.F.1062SFR.4,MBRS,8:20,30,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,5,2014.F.1062SFR.5,MBRS,8:20,30,DiademaJuv,0,IVWA,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,5,2014.F.1062SFR.5,MBRS,8:20,30,Diadema,0,IVWA,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,5,2014.F.1062SFR.5,MBRS,8:20,30,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,5,2014.F.1062SFR.5,MBRS,8:20,30,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,5,2014.F.1062SFR.5,MBRS,8:20,30,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,5,2014.F.1062SFR.5,MBRS,8:20,30,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,6,2014.F.1062SFR.6,MBRS,8:20,30,DiademaJuv,0,FEQU,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,6,2014.F.1062SFR.6,MBRS,8:20,30,Diadema,0,FEQU,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,6,2014.F.1062SFR.6,MBRS,8:20,30,OtherUrchins,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1062SFR,6,2014.F.1062SFR.6,MBRS,8:20,30,Lobster,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1062SFR,6,2014.F.1062SFR.6,MBRS,8:20,30,Conch,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1062SFR,6,2014.F.1062SFR.6,MBRS,8:20,30,Cucumbers,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1062SFR,7,2014.F.1062SFR.7,MBRS,8:20,30,DiademaJuv,0,VIAL,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,7,2014.F.1062SFR.7,MBRS,8:20,30,Diadema,0,VIAL,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,7,2014.F.1062SFR.7,MBRS,8:20,30,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,7,2014.F.1062SFR.7,MBRS,8:20,30,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,7,2014.F.1062SFR.7,MBRS,8:20,30,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,7,2014.F.1062SFR.7,MBRS,8:20,30,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1062SFR,8,2014.F.1062SFR.8,MBRS,8:20,30,DiademaJuv,0,IVWA,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,8,2014.F.1062SFR.8,MBRS,8:20,30,Diadema,0,IVWA,"Sea condition calm, cloud cover 4/8"
2014,2014-08-08,1062SFR,8,2014.F.1062SFR.8,MBRS,8:20,30,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,8,2014.F.1062SFR.8,MBRS,8:20,30,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,8,2014.F.1062SFR.8,MBRS,8:20,30,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1062SFR,8,2014.F.1062SFR.8,MBRS,8:20,30,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-07,1071DFR,1,2014.F.1071DFR.1,MBRS,8:29,29,DiademaJuv,0,VIAL,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-07,1071DFR,1,2014.F.1071DFR.1,MBRS,8:29,29,Diadema,0,VIAL,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-07,1071DFR,1,2014.F.1071DFR.1,MBRS,8:29,29,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-07,1071DFR,1,2014.F.1071DFR.1,MBRS,8:29,29,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-07,1071DFR,1,2014.F.1071DFR.1,MBRS,8:29,29,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-07,1071DFR,1,2014.F.1071DFR.1,MBRS,8:29,29,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-07,1071DFR,2,2014.F.1071DFR.2,MBRS,8:29,29,DiademaJuv,0,IVWA,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-07,1071DFR,2,2014.F.1071DFR.2,MBRS,8:29,29,Diadema,0,IVWA,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-07,1071DFR,2,2014.F.1071DFR.2,MBRS,8:29,29,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-07,1071DFR,2,2014.F.1071DFR.2,MBRS,8:29,29,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-07,1071DFR,2,2014.F.1071DFR.2,MBRS,8:29,29,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-07,1071DFR,2,2014.F.1071DFR.2,MBRS,8:29,29,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,1,2014.F.1206BR.1,MBRS,15:50,32,DiademaJuv,2,VIAL,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,1,2014.F.1206BR.1,MBRS,15:50,32,Diadema,3,VIAL,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,1,2014.F.1206BR.1,MBRS,15:50,32,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,1,2014.F.1206BR.1,MBRS,15:50,32,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,1,2014.F.1206BR.1,MBRS,15:50,32,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,1,2014.F.1206BR.1,MBRS,15:50,32,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,2,2014.F.1206BR.2,MBRS,15:50,32,DiademaJuv,0,IVWA,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,2,2014.F.1206BR.2,MBRS,15:50,32,Diadema,5,IVWA,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,2,2014.F.1206BR.2,MBRS,15:50,32,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,2,2014.F.1206BR.2,MBRS,15:50,32,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,2,2014.F.1206BR.2,MBRS,15:50,32,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,2,2014.F.1206BR.2,MBRS,15:50,32,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,3,2014.F.1206BR.3,MBRS,15:50,32,DiademaJuv,0,FEQU,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,3,2014.F.1206BR.3,MBRS,15:50,32,Diadema,0,FEQU,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,3,2014.F.1206BR.3,MBRS,15:50,32,OtherUrchins,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1206BR,3,2014.F.1206BR.3,MBRS,15:50,32,Lobster,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1206BR,3,2014.F.1206BR.3,MBRS,15:50,32,Conch,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1206BR,3,2014.F.1206BR.3,MBRS,15:50,32,Cucumbers,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1206BR,4,2014.F.1206BR.4,MBRS,15:50,32,DiademaJuv,0,VIAL,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,4,2014.F.1206BR.4,MBRS,15:50,32,Diadema,1,VIAL,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,4,2014.F.1206BR.4,MBRS,15:50,32,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,4,2014.F.1206BR.4,MBRS,15:50,32,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,4,2014.F.1206BR.4,MBRS,15:50,32,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,4,2014.F.1206BR.4,MBRS,15:50,32,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,5,2014.F.1206BR.5,MBRS,15:50,32,DiademaJuv,0,IVWA,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,5,2014.F.1206BR.5,MBRS,15:50,32,Diadema,1,IVWA,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,5,2014.F.1206BR.5,MBRS,15:50,32,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,5,2014.F.1206BR.5,MBRS,15:50,32,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,5,2014.F.1206BR.5,MBRS,15:50,32,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,5,2014.F.1206BR.5,MBRS,15:50,32,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,6,2014.F.1206BR.6,MBRS,15:50,32,DiademaJuv,0,FEQU,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,6,2014.F.1206BR.6,MBRS,15:50,32,Diadema,0,FEQU,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,6,2014.F.1206BR.6,MBRS,15:50,32,OtherUrchins,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1206BR,6,2014.F.1206BR.6,MBRS,15:50,32,Lobster,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1206BR,6,2014.F.1206BR.6,MBRS,15:50,32,Conch,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1206BR,6,2014.F.1206BR.6,MBRS,15:50,32,Cucumbers,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-08,1206BR,7,2014.F.1206BR.7,MBRS,15:50,32,DiademaJuv,0,VIAL,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,7,2014.F.1206BR.7,MBRS,15:50,32,Diadema,0,VIAL,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,7,2014.F.1206BR.7,MBRS,15:50,32,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,7,2014.F.1206BR.7,MBRS,15:50,32,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,7,2014.F.1206BR.7,MBRS,15:50,32,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,7,2014.F.1206BR.7,MBRS,15:50,32,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,1206BR,8,2014.F.1206BR.8,MBRS,15:50,32,DiademaJuv,0,IVWA,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,8,2014.F.1206BR.8,MBRS,15:50,32,Diadema,0,IVWA,"Sea condition moderate, cloud cover 2/8"
2014,2014-08-08,1206BR,8,2014.F.1206BR.8,MBRS,15:50,32,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,8,2014.F.1206BR.8,MBRS,15:50,32,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,8,2014.F.1206BR.8,MBRS,15:50,32,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,1206BR,8,2014.F.1206BR.8,MBRS,15:50,32,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206DFR,3,2014.F.1206DFR.3,MBRS,9:05,29,DiademaJuv,0,FEQU,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,3,2014.F.1206DFR.3,MBRS,9:05,29,Diadema,0,FEQU,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,3,2014.F.1206DFR.3,MBRS,9:05,29,OtherUrchins,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206DFR,3,2014.F.1206DFR.3,MBRS,9:05,29,Lobster,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206DFR,3,2014.F.1206DFR.3,MBRS,9:05,29,Conch,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206DFR,3,2014.F.1206DFR.3,MBRS,9:05,29,Cucumbers,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206DFR,4,2014.F.1206DFR.4,MBRS,9:05,29,DiademaJuv,0,VIAL,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,4,2014.F.1206DFR.4,MBRS,9:05,29,Diadema,0,VIAL,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,4,2014.F.1206DFR.4,MBRS,9:05,29,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206DFR,4,2014.F.1206DFR.4,MBRS,9:05,29,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206DFR,4,2014.F.1206DFR.4,MBRS,9:05,29,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206DFR,4,2014.F.1206DFR.4,MBRS,9:05,29,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206DFR,5,2014.F.1206DFR.5,MBRS,9:05,29,DiademaJuv,0,IVWA,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,5,2014.F.1206DFR.5,MBRS,9:05,29,Diadema,1,IVWA,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,5,2014.F.1206DFR.5,MBRS,9:05,29,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206DFR,5,2014.F.1206DFR.5,MBRS,9:05,29,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206DFR,5,2014.F.1206DFR.5,MBRS,9:05,29,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206DFR,5,2014.F.1206DFR.5,MBRS,9:05,29,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206DFR,6,2014.F.1206DFR.6,MBRS,9:05,29,DiademaJuv,1,FEQU,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,6,2014.F.1206DFR.6,MBRS,9:05,29,Diadema,1,FEQU,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,6,2014.F.1206DFR.6,MBRS,9:05,29,OtherUrchins,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206DFR,6,2014.F.1206DFR.6,MBRS,9:05,29,Lobster,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206DFR,6,2014.F.1206DFR.6,MBRS,9:05,29,Conch,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206DFR,6,2014.F.1206DFR.6,MBRS,9:05,29,Cucumbers,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206DFR,7,2014.F.1206DFR.7,MBRS,9:05,29,DiademaJuv,0,VIAL,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,7,2014.F.1206DFR.7,MBRS,9:05,29,Diadema,1,VIAL,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,7,2014.F.1206DFR.7,MBRS,9:05,29,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206DFR,7,2014.F.1206DFR.7,MBRS,9:05,29,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206DFR,7,2014.F.1206DFR.7,MBRS,9:05,29,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206DFR,7,2014.F.1206DFR.7,MBRS,9:05,29,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206DFR,8,2014.F.1206DFR.8,MBRS,9:05,29,DiademaJuv,0,IVWA,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,8,2014.F.1206DFR.8,MBRS,9:05,29,Diadema,1,IVWA,"Sea condition choppy, cloud cover 6/8"
2014,2014-08-05,1206DFR,8,2014.F.1206DFR.8,MBRS,9:05,29,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206DFR,8,2014.F.1206DFR.8,MBRS,9:05,29,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206DFR,8,2014.F.1206DFR.8,MBRS,9:05,29,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206DFR,8,2014.F.1206DFR.8,MBRS,9:05,29,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,1,2014.F.1206SFR.1,MBRS,11:00,MISSING,DiademaJuv,0,VIAL,NA
2014,2014-08-05,1206SFR,1,2014.F.1206SFR.1,MBRS,11:00,MISSING,Diadema,12,VIAL,NA
2014,2014-08-05,1206SFR,1,2014.F.1206SFR.1,MBRS,11:00,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,1,2014.F.1206SFR.1,MBRS,11:00,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,1,2014.F.1206SFR.1,MBRS,11:00,MISSING,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,1,2014.F.1206SFR.1,MBRS,11:00,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,2,2014.F.1206SFR.2,MBRS,11:00,MISSING,DiademaJuv,0,IVWA,NA
2014,2014-08-05,1206SFR,2,2014.F.1206SFR.2,MBRS,11:00,MISSING,Diadema,15,IVWA,NA
2014,2014-08-05,1206SFR,2,2014.F.1206SFR.2,MBRS,11:00,MISSING,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,2,2014.F.1206SFR.2,MBRS,11:00,MISSING,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,2,2014.F.1206SFR.2,MBRS,11:00,MISSING,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,2,2014.F.1206SFR.2,MBRS,11:00,MISSING,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,3,2014.F.1206SFR.3,MBRS,11:00,MISSING,DiademaJuv,0,FEQU,NA
2014,2014-08-05,1206SFR,3,2014.F.1206SFR.3,MBRS,11:00,MISSING,Diadema,2,FEQU,NA
2014,2014-08-05,1206SFR,3,2014.F.1206SFR.3,MBRS,11:00,MISSING,OtherUrchins,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206SFR,3,2014.F.1206SFR.3,MBRS,11:00,MISSING,Lobster,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206SFR,3,2014.F.1206SFR.3,MBRS,11:00,MISSING,Conch,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206SFR,3,2014.F.1206SFR.3,MBRS,11:00,MISSING,Cucumbers,MISSING,FEQU,Not surveyed in 2014
2014,2014-08-05,1206SFR,4,2014.F.1206SFR.4,MBRS,11:00,MISSING,DiademaJuv,1,VIAL,NA
2014,2014-08-05,1206SFR,4,2014.F.1206SFR.4,MBRS,11:00,MISSING,Diadema,5,VIAL,NA
2014,2014-08-05,1206SFR,4,2014.F.1206SFR.4,MBRS,11:00,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,4,2014.F.1206SFR.4,MBRS,11:00,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,4,2014.F.1206SFR.4,MBRS,11:00,MISSING,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,4,2014.F.1206SFR.4,MBRS,11:00,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,5,2014.F.1206SFR.5,MBRS,11:00,MISSING,DiademaJuv,0,IVWA,NA
2014,2014-08-05,1206SFR,5,2014.F.1206SFR.5,MBRS,11:00,MISSING,Diadema,0,IVWA,NA
2014,2014-08-05,1206SFR,5,2014.F.1206SFR.5,MBRS,11:00,MISSING,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,5,2014.F.1206SFR.5,MBRS,11:00,MISSING,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,5,2014.F.1206SFR.5,MBRS,11:00,MISSING,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,5,2014.F.1206SFR.5,MBRS,11:00,MISSING,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,7,2014.F.1206SFR.7,MBRS,11:00,MISSING,DiademaJuv,2,VIAL,NA
2014,2014-08-05,1206SFR,7,2014.F.1206SFR.7,MBRS,11:00,MISSING,Diadema,4,VIAL,NA
2014,2014-08-05,1206SFR,7,2014.F.1206SFR.7,MBRS,11:00,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,7,2014.F.1206SFR.7,MBRS,11:00,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,7,2014.F.1206SFR.7,MBRS,11:00,MISSING,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,7,2014.F.1206SFR.7,MBRS,11:00,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-05,1206SFR,8,2014.F.1206SFR.8,MBRS,11:00,MISSING,DiademaJuv,0,IVWA,NA
2014,2014-08-05,1206SFR,8,2014.F.1206SFR.8,MBRS,11:00,MISSING,Diadema,0,IVWA,NA
2014,2014-08-05,1206SFR,8,2014.F.1206SFR.8,MBRS,11:00,MISSING,OtherUrchins,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,8,2014.F.1206SFR.8,MBRS,11:00,MISSING,Lobster,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,8,2014.F.1206SFR.8,MBRS,11:00,MISSING,Conch,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-05,1206SFR,8,2014.F.1206SFR.8,MBRS,11:00,MISSING,Cucumbers,MISSING,IVWA,Not surveyed in 2014
2014,2014-08-08,CBBR,1,2014.F.CBBR.1,MBRS,MISSING,30,DiademaJuv,0,VIAL,NA
2014,2014-08-08,CBBR,1,2014.F.CBBR.1,MBRS,MISSING,30,Diadema,0,VIAL,NA
2014,2014-08-08,CBBR,1,2014.F.CBBR.1,MBRS,MISSING,30,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,CBBR,1,2014.F.CBBR.1,MBRS,MISSING,30,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,CBBR,1,2014.F.CBBR.1,MBRS,MISSING,30,Conch,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,CBBR,1,2014.F.CBBR.1,MBRS,MISSING,30,Cucumbers,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,CBBR,4,2014.F.CBBR.4,MBRS,MISSING,30,DiademaJuv,0,VIAL,NA
2014,2014-08-08,CBBR,4,2014.F.CBBR.4,MBRS,MISSING,30,Diadema,1,VIAL,NA
2014,2014-08-08,CBBR,4,2014.F.CBBR.4,MBRS,MISSING,30,OtherUrchins,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,CBBR,4,2014.F.CBBR.4,MBRS,MISSING,30,Lobster,MISSING,VIAL,Not surveyed in 2014
2014,2014-08-08,CBBR,4,2014.F.CBBR.4,MBRS,MISSING,30,Conch,MISSING,VIAL,Not surveyed in 2014
